"","Item","Part","Quest","Gender","Edu","Time","Score","ITEM_ID","SENT_ID","SENTENCE","CONDITION","TARGET_WORD","SENT_COND"
"348","SR1b_01",7,"SR1b","female","Doctorat",2052,6,81,321,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. La voix de son père était brouillée et indistincte. ","PLAUS_NOCONN","brouillé","SC1"
"349","SR1b_01",8,"SR1b","female","Maîtrise",1121,6,81,321,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. La voix de son père était brouillée et indistincte. ","PLAUS_NOCONN","brouillé","SC1"
"350","SR1b_01",10,"SR1b","male","Maîtrise",931,7,81,321,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. La voix de son père était brouillée et indistincte. ","PLAUS_NOCONN","brouillé","SC1"
"351","SR1b_01",9,"SR1b","female","Diplôme_trois",586,7,81,321,"Angela a appelé son père sur son téléphone portable. Le signal était mauvais. La voix de son père était brouillée et indistincte. ","PLAUS_NOCONN","brouillé","SC1"
"352","SR1b_02",10,"SR1b","male","Maîtrise",931,2,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"353","SR1b_02",6,"SR1b","female","Baccalauréat",1175,6,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"354","SR1b_02",7,"SR1b","female","Doctorat",2052,3,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"355","SR1b_02",9,"SR1b","female","Diplôme_trois",586,3,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"356","SR1b_02",8,"SR1b","female","Maîtrise",1121,1,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"357","SR1b_02",11,"SR1b","female","Maîtrise",527,2,82,326,"La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.","IMPLAUS_NOCONN","attaqué","SC2"
"358","SR1b_03",9,"SR1b","female","Diplôme_trois",586,3,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"359","SR1b_03",8,"SR1b","female","Maîtrise",1121,3,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"360","SR1b_03",11,"SR1b","female","Maîtrise",527,7,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"361","SR1b_03",10,"SR1b","male","Maîtrise",931,6,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"362","SR1b_03",7,"SR1b","female","Doctorat",2052,5,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"363","SR1b_03",6,"SR1b","female","Baccalauréat",1175,3,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.","IMPLAUS_CONN","banni","SC3"
"364","SR1b_04",8,"SR1b","female","Maîtrise",1121,2,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"365","SR1b_04",7,"SR1b","female","Doctorat",2052,2,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"366","SR1b_04",10,"SR1b","male","Maîtrise",931,1,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"367","SR1b_04",9,"SR1b","female","Diplôme_trois",586,5,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"368","SR1b_04",6,"SR1b","female","Baccalauréat",1175,7,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"369","SR1b_04",11,"SR1b","female","Maîtrise",527,2,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.","PLAUS_CONN","déprimé","SC4"
"370","SR1b_05",10,"SR1b","male","Maîtrise",931,7,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"371","SR1b_05",9,"SR1b","female","Diplôme_trois",586,7,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"372","SR1b_05",8,"SR1b","female","Maîtrise",1121,6,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"373","SR1b_05",11,"SR1b","female","Maîtrise",527,6,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"374","SR1b_05",7,"SR1b","female","Doctorat",2052,7,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"375","SR1b_05",6,"SR1b","female","Baccalauréat",1175,7,85,337,"Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.","PLAUS_NOCONN","démissionné","SC1"
"376","SR1b_07",10,"SR1b","male","Maîtrise",931,7,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"377","SR1b_07",6,"SR1b","female","Baccalauréat",1175,4,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"378","SR1b_07",11,"SR1b","female","Maîtrise",527,6,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"379","SR1b_07",7,"SR1b","female","Doctorat",2052,3,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"380","SR1b_07",8,"SR1b","female","Maîtrise",1121,2,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"381","SR1b_07",9,"SR1b","female","Diplôme_trois",586,3,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.","IMPLAUS_CONN","plaints","SC3"
"382","SR1b_08",9,"SR1b","female","Diplôme_trois",586,6,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"383","SR1b_08",7,"SR1b","female","Doctorat",2052,2,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"384","SR1b_08",6,"SR1b","female","Baccalauréat",1175,6,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"385","SR1b_08",10,"SR1b","male","Maîtrise",931,3,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"386","SR1b_08",8,"SR1b","female","Maîtrise",1121,7,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"387","SR1b_08",11,"SR1b","female","Maîtrise",527,3,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.","PLAUS_CONN","dangereux","SC4"
"388","SR1b_10",9,"SR1b","female","Diplôme_trois",586,6,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"389","SR1b_10",7,"SR1b","female","Doctorat",2052,6,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"390","SR1b_10",11,"SR1b","female","Maîtrise",527,3,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"391","SR1b_10",6,"SR1b","female","Baccalauréat",1175,7,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"392","SR1b_10",8,"SR1b","female","Maîtrise",1121,5,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"393","SR1b_10",10,"SR1b","male","Maîtrise",931,7,90,358,"Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.","IMPLAUS_NOCONN","stalles","SC2"
"394","SR1b_11",8,"SR1b","female","Maîtrise",1121,3,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"395","SR1b_11",11,"SR1b","female","Maîtrise",527,6,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"396","SR1b_11",9,"SR1b","female","Diplôme_trois",586,3,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"397","SR1b_11",6,"SR1b","female","Baccalauréat",1175,2,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"398","SR1b_11",10,"SR1b","male","Maîtrise",931,7,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"399","SR1b_11",7,"SR1b","female","Doctorat",2052,5,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.","IMPLAUS_CONN","arrêté","SC3"
"400","SR1b_12",6,"SR1b","female","Baccalauréat",1175,7,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"401","SR1b_12",10,"SR1b","male","Maîtrise",931,1,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"402","SR1b_12",11,"SR1b","female","Maîtrise",527,3,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"403","SR1b_12",9,"SR1b","female","Diplôme_trois",586,2,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"404","SR1b_12",7,"SR1b","female","Doctorat",2052,3,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"405","SR1b_12",8,"SR1b","female","Maîtrise",1121,3,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.","PLAUS_CONN","ridé","SC4"
"406","SR1b_13",6,"SR1b","female","Baccalauréat",1175,7,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"407","SR1b_13",10,"SR1b","male","Maîtrise",931,7,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"408","SR1b_13",9,"SR1b","female","Diplôme_trois",586,7,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"409","SR1b_13",11,"SR1b","female","Maîtrise",527,7,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"410","SR1b_13",7,"SR1b","female","Doctorat",2052,6,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"411","SR1b_13",8,"SR1b","female","Maîtrise",1121,4,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.","PLAUS_NOCONN","épuisés","SC1"
"412","SR1b_14",10,"SR1b","male","Maîtrise",931,1,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"413","SR1b_14",7,"SR1b","female","Doctorat",2052,5,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"414","SR1b_14",6,"SR1b","female","Baccalauréat",1175,6,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"415","SR1b_14",9,"SR1b","female","Diplôme_trois",586,2,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"416","SR1b_14",11,"SR1b","female","Maîtrise",527,2,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"417","SR1b_14",8,"SR1b","female","Maîtrise",1121,2,94,374,"La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.","IMPLAUS_NOCONN","inondées","SC2"
"418","SR1b_15",10,"SR1b","male","Maîtrise",931,1,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"419","SR1b_15",7,"SR1b","female","Doctorat",2052,6,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"420","SR1b_15",6,"SR1b","female","Baccalauréat",1175,7,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"421","SR1b_15",11,"SR1b","female","Maîtrise",527,7,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"422","SR1b_15",8,"SR1b","female","Maîtrise",1121,4,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"423","SR1b_15",9,"SR1b","female","Diplôme_trois",586,7,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.","IMPLAUS_CONN","bloquées","SC3"
"424","SR1b_16",7,"SR1b","female","Doctorat",2052,5,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"425","SR1b_16",10,"SR1b","male","Maîtrise",931,1,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"426","SR1b_16",6,"SR1b","female","Baccalauréat",1175,7,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"427","SR1b_16",8,"SR1b","female","Maîtrise",1121,6,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"428","SR1b_16",9,"SR1b","female","Diplôme_trois",586,3,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"429","SR1b_16",11,"SR1b","female","Maîtrise",527,2,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.","PLAUS_CONN","évacuer","SC4"
"430","SR1b_17",9,"SR1b","female","Diplôme_trois",586,7,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"431","SR1b_17",8,"SR1b","female","Maîtrise",1121,5,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"432","SR1b_17",11,"SR1b","female","Maîtrise",527,7,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"433","SR1b_17",10,"SR1b","male","Maîtrise",931,7,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"434","SR1b_17",6,"SR1b","female","Baccalauréat",1175,7,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"435","SR1b_17",7,"SR1b","female","Doctorat",2052,6,97,385,"Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.","PLAUS_NOCONN","écrasée","SC1"
"436","SR1b_18",6,"SR1b","female","Baccalauréat",1175,7,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"437","SR1b_18",8,"SR1b","female","Maîtrise",1121,6,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"438","SR1b_18",11,"SR1b","female","Maîtrise",527,6,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"439","SR1b_18",10,"SR1b","male","Maîtrise",931,4,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"440","SR1b_18",9,"SR1b","female","Diplôme_trois",586,3,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"441","SR1b_18",7,"SR1b","female","Doctorat",2052,6,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.","IMPLAUS_NOCONN","toussait","SC2"
"442","SR1b_19",10,"SR1b","male","Maîtrise",931,6,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"443","SR1b_19",11,"SR1b","female","Maîtrise",527,5,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"444","SR1b_19",8,"SR1b","female","Maîtrise",1121,3,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"445","SR1b_19",9,"SR1b","female","Diplôme_trois",586,3,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"446","SR1b_19",6,"SR1b","female","Baccalauréat",1175,2,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"447","SR1b_19",7,"SR1b","female","Doctorat",2052,5,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.","IMPLAUS_CONN","grogner","SC3"
"448","SR1b_20",6,"SR1b","female","Baccalauréat",1175,6,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"449","SR1b_20",8,"SR1b","female","Maîtrise",1121,1,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"450","SR1b_20",10,"SR1b","male","Maîtrise",931,1,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"451","SR1b_20",7,"SR1b","female","Doctorat",2052,2,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"452","SR1b_20",9,"SR1b","female","Diplôme_trois",586,1,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"453","SR1b_20",11,"SR1b","female","Maîtrise",527,1,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.","PLAUS_CONN","hôpital","SC4"
"454","SR1b_21",11,"SR1b","female","Maîtrise",527,5,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"455","SR1b_21",6,"SR1b","female","Baccalauréat",1175,7,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"456","SR1b_21",9,"SR1b","female","Diplôme_trois",586,5,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"457","SR1b_21",10,"SR1b","male","Maîtrise",931,6,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"458","SR1b_21",8,"SR1b","female","Maîtrise",1121,5,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"459","SR1b_21",7,"SR1b","female","Doctorat",2052,5,101,401,"Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.","PLAUS_NOCONN","satisfaits","SC1"
"460","SR1b_22",9,"SR1b","female","Diplôme_trois",586,3,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
"461","SR1b_22",11,"SR1b","female","Maîtrise",527,1,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
"462","SR1b_22",7,"SR1b","female","Doctorat",2052,3,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
"463","SR1b_22",10,"SR1b","male","Maîtrise",931,1,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
"464","SR1b_22",8,"SR1b","female","Maîtrise",1121,3,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
"465","SR1b_22",6,"SR1b","female","Baccalauréat",1175,5,102,406,"Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.","IMPLAUS_NOCONN","whisky","SC2"
