"","Item","Part","Quest","Gender","Edu","Time","Score","ITEM_ID","SENT_ID","SENTENCE","CONDITION","TARGET_WORD","SENT_COND"
"1","SR1a_01",4,"SR1a","male","Baccalauréat",471,7,1,1,"Olivia avait acheté un berger allemand. Le chien était imprévisible et violent. Il a mordu sa main.","PLAUS_NOCONN","mordu","SC1"
"2","SR1a_01",1,"SR1a","male","Baccalauréat",1260,6,1,1,"Olivia avait acheté un berger allemand. Le chien était imprévisible et violent. Il a mordu sa main.","PLAUS_NOCONN","mordu","SC1"
"3","SR1a_01",5,"SR1a","male","Maîtrise",672,6,1,1,"Olivia avait acheté un berger allemand. Le chien était imprévisible et violent. Il a mordu sa main.","PLAUS_NOCONN","mordu","SC1"
"4","SR1a_01",3,"SR1a","male","Doctorat",730,7,1,1,"Olivia avait acheté un berger allemand. Le chien était imprévisible et violent. Il a mordu sa main.","PLAUS_NOCONN","mordu","SC1"
"5","SR1a_01",2,"SR1a","female","Diplôme_trois",1213,6,1,1,"Olivia avait acheté un berger allemand. Le chien était imprévisible et violent. Il a mordu sa main.","PLAUS_NOCONN","mordu","SC1"
"6","SR1a_02",3,"SR1a","male","Doctorat",730,4,2,6,"Claudio s'était dépêché de retourner au restaurant. Dieu merci, il a trouvé son portefeuille sous la table. Il s'est senti incroyablement tendu toute la journée.","IMPLAUS_NOCONN","tendu","SC2"
"7","SR1a_02",5,"SR1a","male","Maîtrise",672,5,2,6,"Claudio s'était dépêché de retourner au restaurant. Dieu merci, il a trouvé son portefeuille sous la table. Il s'est senti incroyablement tendu toute la journée.","IMPLAUS_NOCONN","tendu","SC2"
"8","SR1a_02",4,"SR1a","male","Baccalauréat",471,2,2,6,"Claudio s'était dépêché de retourner au restaurant. Dieu merci, il a trouvé son portefeuille sous la table. Il s'est senti incroyablement tendu toute la journée.","IMPLAUS_NOCONN","tendu","SC2"
"9","SR1a_02",1,"SR1a","male","Baccalauréat",1260,3,2,6,"Claudio s'était dépêché de retourner au restaurant. Dieu merci, il a trouvé son portefeuille sous la table. Il s'est senti incroyablement tendu toute la journée.","IMPLAUS_NOCONN","tendu","SC2"
"10","SR1a_02",2,"SR1a","female","Diplôme_trois",1213,5,2,6,"Claudio s'était dépêché de retourner au restaurant. Dieu merci, il a trouvé son portefeuille sous la table. Il s'est senti incroyablement tendu toute la journée.","IMPLAUS_NOCONN","tendu","SC2"
"11","SR1a_03",4,"SR1a","male","Baccalauréat",471,1,3,11,"Carlotta a poussé le caddie sur les nids de poule. Les œufs ont été jetés dans le sac. Cependant, ils se sont cassés dans leur carton.","IMPLAUS_CONN","cassés","SC3"
"12","SR1a_03",3,"SR1a","male","Doctorat",730,3,3,11,"Carlotta a poussé le caddie sur les nids de poule. Les œufs ont été jetés dans le sac. Cependant, ils se sont cassés dans leur carton.","IMPLAUS_CONN","cassés","SC3"
"13","SR1a_03",1,"SR1a","male","Baccalauréat",1260,5,3,11,"Carlotta a poussé le caddie sur les nids de poule. Les œufs ont été jetés dans le sac. Cependant, ils se sont cassés dans leur carton.","IMPLAUS_CONN","cassés","SC3"
"14","SR1a_03",2,"SR1a","female","Diplôme_trois",1213,1,3,11,"Carlotta a poussé le caddie sur les nids de poule. Les œufs ont été jetés dans le sac. Cependant, ils se sont cassés dans leur carton.","IMPLAUS_CONN","cassés","SC3"
"15","SR1a_03",5,"SR1a","male","Maîtrise",672,3,3,11,"Carlotta a poussé le caddie sur les nids de poule. Les œufs ont été jetés dans le sac. Cependant, ils se sont cassés dans leur carton.","IMPLAUS_CONN","cassés","SC3"
"16","SR1a_04",3,"SR1a","male","Doctorat",730,6,4,16,"La journée avait été plutôt nuageuse. Soudain, le soleil est apparu. Cependant, Sheila a sorti son parapluie de son sac.","PLAUS_CONN","parapluie","SC4"
"17","SR1a_04",2,"SR1a","female","Diplôme_trois",1213,5,4,16,"La journée avait été plutôt nuageuse. Soudain, le soleil est apparu. Cependant, Sheila a sorti son parapluie de son sac.","PLAUS_CONN","parapluie","SC4"
"18","SR1a_04",5,"SR1a","male","Maîtrise",672,1,4,16,"La journée avait été plutôt nuageuse. Soudain, le soleil est apparu. Cependant, Sheila a sorti son parapluie de son sac.","PLAUS_CONN","parapluie","SC4"
"19","SR1a_04",4,"SR1a","male","Baccalauréat",471,6,4,16,"La journée avait été plutôt nuageuse. Soudain, le soleil est apparu. Cependant, Sheila a sorti son parapluie de son sac.","PLAUS_CONN","parapluie","SC4"
"20","SR1a_04",1,"SR1a","male","Baccalauréat",1260,3,4,16,"La journée avait été plutôt nuageuse. Soudain, le soleil est apparu. Cependant, Sheila a sorti son parapluie de son sac.","PLAUS_CONN","parapluie","SC4"
"21","SR1a_05",4,"SR1a","male","Baccalauréat",471,7,5,17,"William était à la maison. Il avait complètement oublié de nourrir le chat. Le chat avait faim à la fin de la semaine.","PLAUS_NOCONN","faim","SC1"
"22","SR1a_05",1,"SR1a","male","Baccalauréat",1260,6,5,17,"William était à la maison. Il avait complètement oublié de nourrir le chat. Le chat avait faim à la fin de la semaine.","PLAUS_NOCONN","faim","SC1"
"23","SR1a_05",2,"SR1a","female","Diplôme_trois",1213,6,5,17,"William était à la maison. Il avait complètement oublié de nourrir le chat. Le chat avait faim à la fin de la semaine.","PLAUS_NOCONN","faim","SC1"
"24","SR1a_05",3,"SR1a","male","Doctorat",730,7,5,17,"William était à la maison. Il avait complètement oublié de nourrir le chat. Le chat avait faim à la fin de la semaine.","PLAUS_NOCONN","faim","SC1"
"25","SR1a_05",5,"SR1a","male","Maîtrise",672,7,5,17,"William était à la maison. Il avait complètement oublié de nourrir le chat. Le chat avait faim à la fin de la semaine.","PLAUS_NOCONN","faim","SC1"
"26","SR1a_06",3,"SR1a","male","Doctorat",730,2,6,22,"La femme aveugle avait été opérée. Le médecin a été très déçu par les résultats. Sa vue s'est améliorée le jour suivant.","IMPLAUS_NOCONN","améliorée","SC2"
"27","SR1a_06",5,"SR1a","male","Maîtrise",672,2,6,22,"La femme aveugle avait été opérée. Le médecin a été très déçu par les résultats. Sa vue s'est améliorée le jour suivant.","IMPLAUS_NOCONN","améliorée","SC2"
"28","SR1a_06",1,"SR1a","male","Baccalauréat",1260,3,6,22,"La femme aveugle avait été opérée. Le médecin a été très déçu par les résultats. Sa vue s'est améliorée le jour suivant.","IMPLAUS_NOCONN","améliorée","SC2"
"29","SR1a_06",4,"SR1a","male","Baccalauréat",471,3,6,22,"La femme aveugle avait été opérée. Le médecin a été très déçu par les résultats. Sa vue s'est améliorée le jour suivant.","IMPLAUS_NOCONN","améliorée","SC2"
"30","SR1a_06",2,"SR1a","female","Diplôme_trois",1213,2,6,22,"La femme aveugle avait été opérée. Le médecin a été très déçu par les résultats. Sa vue s'est améliorée le jour suivant.","IMPLAUS_NOCONN","améliorée","SC2"
"31","SR1a_07",2,"SR1a","female","Diplôme_trois",1213,2,7,27,"Le chien courait dans une rue animée. La voiture roulait vite et l'a percuté. Cependant, le chien a été gravement blessé ce jour-là.","IMPLAUS_CONN","blessé","SC3"
"32","SR1a_07",1,"SR1a","male","Baccalauréat",1260,4,7,27,"Le chien courait dans une rue animée. La voiture roulait vite et l'a percuté. Cependant, le chien a été gravement blessé ce jour-là.","IMPLAUS_CONN","blessé","SC3"
"33","SR1a_07",5,"SR1a","male","Maîtrise",672,2,7,27,"Le chien courait dans une rue animée. La voiture roulait vite et l'a percuté. Cependant, le chien a été gravement blessé ce jour-là.","IMPLAUS_CONN","blessé","SC3"
"34","SR1a_07",3,"SR1a","male","Doctorat",730,2,7,27,"Le chien courait dans une rue animée. La voiture roulait vite et l'a percuté. Cependant, le chien a été gravement blessé ce jour-là.","IMPLAUS_CONN","blessé","SC3"
"35","SR1a_07",4,"SR1a","male","Baccalauréat",471,5,7,27,"Le chien courait dans une rue animée. La voiture roulait vite et l'a percuté. Cependant, le chien a été gravement blessé ce jour-là.","IMPLAUS_CONN","blessé","SC3"
"36","SR1a_08",1,"SR1a","male","Baccalauréat",1260,3,8,32,"Elisabeth a passé un examen d'histoire lundi. Elle a passé le test et l'a raté. Cependant, elle est rentrée chez elle et a fait la fête toute la soirée.","PLAUS_CONN","fêté","SC4"
"37","SR1a_08",3,"SR1a","male","Doctorat",730,6,8,32,"Elisabeth a passé un examen d'histoire lundi. Elle a passé le test et l'a raté. Cependant, elle est rentrée chez elle et a fait la fête toute la soirée.","PLAUS_CONN","fêté","SC4"
"38","SR1a_08",4,"SR1a","male","Baccalauréat",471,3,8,32,"Elisabeth a passé un examen d'histoire lundi. Elle a passé le test et l'a raté. Cependant, elle est rentrée chez elle et a fait la fête toute la soirée.","PLAUS_CONN","fêté","SC4"
"39","SR1a_08",2,"SR1a","female","Diplôme_trois",1213,5,8,32,"Elisabeth a passé un examen d'histoire lundi. Elle a passé le test et l'a raté. Cependant, elle est rentrée chez elle et a fait la fête toute la soirée.","PLAUS_CONN","fêté","SC4"
"40","SR1a_08",5,"SR1a","male","Maîtrise",672,2,8,32,"Elisabeth a passé un examen d'histoire lundi. Elle a passé le test et l'a raté. Cependant, elle est rentrée chez elle et a fait la fête toute la soirée.","PLAUS_CONN","fêté","SC4"
"41","SR1a_09",4,"SR1a","male","Baccalauréat",471,7,9,33,"La star de Broadway a eu un solo dans la comédie musicale. Elle a chanté le morceau magnifiquement. Le public a applaudi très vigoureusement.","PLAUS_NOCONN","applaudi","SC1"
"42","SR1a_09",1,"SR1a","male","Baccalauréat",1260,7,9,33,"La star de Broadway a eu un solo dans la comédie musicale. Elle a chanté le morceau magnifiquement. Le public a applaudi très vigoureusement.","PLAUS_NOCONN","applaudi","SC1"
"43","SR1a_09",2,"SR1a","female","Diplôme_trois",1213,7,9,33,"La star de Broadway a eu un solo dans la comédie musicale. Elle a chanté le morceau magnifiquement. Le public a applaudi très vigoureusement.","PLAUS_NOCONN","applaudi","SC1"
"44","SR1a_09",5,"SR1a","male","Maîtrise",672,7,9,33,"La star de Broadway a eu un solo dans la comédie musicale. Elle a chanté le morceau magnifiquement. Le public a applaudi très vigoureusement.","PLAUS_NOCONN","applaudi","SC1"
"45","SR1a_09",3,"SR1a","male","Doctorat",730,7,9,33,"La star de Broadway a eu un solo dans la comédie musicale. Elle a chanté le morceau magnifiquement. Le public a applaudi très vigoureusement.","PLAUS_NOCONN","applaudi","SC1"
"46","SR1a_10",2,"SR1a","female","Diplôme_trois",1213,2,10,38,"Catherine a eu un examen mardi. Elle a reçu la meilleure note. Elle était vraiment frustrée par le résultat.","IMPLAUS_NOCONN","frustrée","SC2"
"47","SR1a_10",5,"SR1a","male","Maîtrise",672,1,10,38,"Catherine a eu un examen mardi. Elle a reçu la meilleure note. Elle était vraiment frustrée par le résultat.","IMPLAUS_NOCONN","frustrée","SC2"
"48","SR1a_10",4,"SR1a","male","Baccalauréat",471,2,10,38,"Catherine a eu un examen mardi. Elle a reçu la meilleure note. Elle était vraiment frustrée par le résultat.","IMPLAUS_NOCONN","frustrée","SC2"
"49","SR1a_10",1,"SR1a","male","Baccalauréat",1260,3,10,38,"Catherine a eu un examen mardi. Elle a reçu la meilleure note. Elle était vraiment frustrée par le résultat.","IMPLAUS_NOCONN","frustrée","SC2"
"50","SR1a_10",3,"SR1a","male","Doctorat",730,2,10,38,"Catherine a eu un examen mardi. Elle a reçu la meilleure note. Elle était vraiment frustrée par le résultat.","IMPLAUS_NOCONN","frustrée","SC2"
"51","SR1a_11",5,"SR1a","male","Maîtrise",672,2,11,43,"Les fonctionnaires de la ville ont été traduits en justice. Le juge s'est prononcé contre eux. Cependant, ils ont été emprisonnés immédiatement. ","IMPLAUS_CONN","emprisonnés","SC3"
"52","SR1a_11",3,"SR1a","male","Doctorat",730,2,11,43,"Les fonctionnaires de la ville ont été traduits en justice. Le juge s'est prononcé contre eux. Cependant, ils ont été emprisonnés immédiatement. ","IMPLAUS_CONN","emprisonnés","SC3"
"53","SR1a_11",2,"SR1a","female","Diplôme_trois",1213,2,11,43,"Les fonctionnaires de la ville ont été traduits en justice. Le juge s'est prononcé contre eux. Cependant, ils ont été emprisonnés immédiatement. ","IMPLAUS_CONN","emprisonnés","SC3"
"54","SR1a_11",1,"SR1a","male","Baccalauréat",1260,5,11,43,"Les fonctionnaires de la ville ont été traduits en justice. Le juge s'est prononcé contre eux. Cependant, ils ont été emprisonnés immédiatement. ","IMPLAUS_CONN","emprisonnés","SC3"
"55","SR1a_11",4,"SR1a","male","Baccalauréat",471,3,11,43,"Les fonctionnaires de la ville ont été traduits en justice. Le juge s'est prononcé contre eux. Cependant, ils ont été emprisonnés immédiatement. ","IMPLAUS_CONN","emprisonnés","SC3"
"56","SR1a_12",1,"SR1a","male","Baccalauréat",1260,4,12,48,"Silvia et Franco jouaient au casino. Aucun des deux n'a gagné au blackjack. Cependant, ils étaient tous deux heureux cette nuit-là.","PLAUS_CONN","heureux","SC4"
"57","SR1a_12",3,"SR1a","male","Doctorat",730,5,12,48,"Silvia et Franco jouaient au casino. Aucun des deux n'a gagné au blackjack. Cependant, ils étaient tous deux heureux cette nuit-là.","PLAUS_CONN","heureux","SC4"
"58","SR1a_12",4,"SR1a","male","Baccalauréat",471,6,12,48,"Silvia et Franco jouaient au casino. Aucun des deux n'a gagné au blackjack. Cependant, ils étaient tous deux heureux cette nuit-là.","PLAUS_CONN","heureux","SC4"
"59","SR1a_12",2,"SR1a","female","Diplôme_trois",1213,7,12,48,"Silvia et Franco jouaient au casino. Aucun des deux n'a gagné au blackjack. Cependant, ils étaient tous deux heureux cette nuit-là.","PLAUS_CONN","heureux","SC4"
"60","SR1a_12",5,"SR1a","male","Maîtrise",672,4,12,48,"Silvia et Franco jouaient au casino. Aucun des deux n'a gagné au blackjack. Cependant, ils étaient tous deux heureux cette nuit-là.","PLAUS_CONN","heureux","SC4"
"61","SR1a_13",5,"SR1a","male","Maîtrise",672,5,13,49,"Alice a fait du camping pendant ses vacances. Elle a été piquée par des moustiques. Elle a commencé à avoir des démangeaisons partout.","PLAUS_NOCONN","démangeaisons","SC1"
"62","SR1a_13",3,"SR1a","male","Doctorat",730,7,13,49,"Alice a fait du camping pendant ses vacances. Elle a été piquée par des moustiques. Elle a commencé à avoir des démangeaisons partout.","PLAUS_NOCONN","démangeaisons","SC1"
"63","SR1a_13",2,"SR1a","female","Diplôme_trois",1213,7,13,49,"Alice a fait du camping pendant ses vacances. Elle a été piquée par des moustiques. Elle a commencé à avoir des démangeaisons partout.","PLAUS_NOCONN","démangeaisons","SC1"
"64","SR1a_13",4,"SR1a","male","Baccalauréat",471,7,13,49,"Alice a fait du camping pendant ses vacances. Elle a été piquée par des moustiques. Elle a commencé à avoir des démangeaisons partout.","PLAUS_NOCONN","démangeaisons","SC1"
"65","SR1a_13",1,"SR1a","male","Baccalauréat",1260,7,13,49,"Alice a fait du camping pendant ses vacances. Elle a été piquée par des moustiques. Elle a commencé à avoir des démangeaisons partout.","PLAUS_NOCONN","démangeaisons","SC1"
"66","SR1a_14",5,"SR1a","male","Maîtrise",672,1,14,54,"Un recruteur est venu voir Paul jouer au baseball. Il a très mal lancé. Il a été signé par l'équipe.","IMPLAUS_NOCONN","signé","SC2"
"67","SR1a_14",1,"SR1a","male","Baccalauréat",1260,3,14,54,"Un recruteur est venu voir Paul jouer au baseball. Il a très mal lancé. Il a été signé par l'équipe.","IMPLAUS_NOCONN","signé","SC2"
"68","SR1a_14",3,"SR1a","male","Doctorat",730,2,14,54,"Un recruteur est venu voir Paul jouer au baseball. Il a très mal lancé. Il a été signé par l'équipe.","IMPLAUS_NOCONN","signé","SC2"
"69","SR1a_14",2,"SR1a","female","Diplôme_trois",1213,1,14,54,"Un recruteur est venu voir Paul jouer au baseball. Il a très mal lancé. Il a été signé par l'équipe.","IMPLAUS_NOCONN","signé","SC2"
"70","SR1a_14",4,"SR1a","male","Baccalauréat",471,2,14,54,"Un recruteur est venu voir Paul jouer au baseball. Il a très mal lancé. Il a été signé par l'équipe.","IMPLAUS_NOCONN","signé","SC2"
"71","SR1a_15",2,"SR1a","female","Diplôme_trois",1213,1,15,59,"L'ermite vivait dans une grotte. Il ne s'était pas lavé depuis des mois. Cependant, ses cheveux étaient sales et en désordre.","IMPLAUS_CONN","sales","SC3"
"72","SR1a_15",3,"SR1a","male","Doctorat",730,6,15,59,"L'ermite vivait dans une grotte. Il ne s'était pas lavé depuis des mois. Cependant, ses cheveux étaient sales et en désordre.","IMPLAUS_CONN","sales","SC3"
"73","SR1a_15",5,"SR1a","male","Maîtrise",672,3,15,59,"L'ermite vivait dans une grotte. Il ne s'était pas lavé depuis des mois. Cependant, ses cheveux étaient sales et en désordre.","IMPLAUS_CONN","sales","SC3"
"74","SR1a_15",1,"SR1a","male","Baccalauréat",1260,4,15,59,"L'ermite vivait dans une grotte. Il ne s'était pas lavé depuis des mois. Cependant, ses cheveux étaient sales et en désordre.","IMPLAUS_CONN","sales","SC3"
"75","SR1a_15",4,"SR1a","male","Baccalauréat",471,5,15,59,"L'ermite vivait dans une grotte. Il ne s'était pas lavé depuis des mois. Cependant, ses cheveux étaient sales et en désordre.","IMPLAUS_CONN","sales","SC3"
"76","SR1a_16",4,"SR1a","male","Baccalauréat",471,3,16,64,"Octavia a besoin d'une moyenne de 27 pour obtenir son diplôme. Elle a réalisé que sa moyenne est trop basse. Cependant, elle sera diplômée la semaine prochaine avec sa classe.","PLAUS_CONN","semaine ","SC4"
"77","SR1a_16",5,"SR1a","male","Maîtrise",672,1,16,64,"Octavia a besoin d'une moyenne de 27 pour obtenir son diplôme. Elle a réalisé que sa moyenne est trop basse. Cependant, elle sera diplômée la semaine prochaine avec sa classe.","PLAUS_CONN","semaine ","SC4"
"78","SR1a_16",1,"SR1a","male","Baccalauréat",1260,3,16,64,"Octavia a besoin d'une moyenne de 27 pour obtenir son diplôme. Elle a réalisé que sa moyenne est trop basse. Cependant, elle sera diplômée la semaine prochaine avec sa classe.","PLAUS_CONN","semaine ","SC4"
"79","SR1a_16",2,"SR1a","female","Diplôme_trois",1213,5,16,64,"Octavia a besoin d'une moyenne de 27 pour obtenir son diplôme. Elle a réalisé que sa moyenne est trop basse. Cependant, elle sera diplômée la semaine prochaine avec sa classe.","PLAUS_CONN","semaine ","SC4"
"80","SR1a_16",3,"SR1a","male","Doctorat",730,3,16,64,"Octavia a besoin d'une moyenne de 27 pour obtenir son diplôme. Elle a réalisé que sa moyenne est trop basse. Cependant, elle sera diplômée la semaine prochaine avec sa classe.","PLAUS_CONN","semaine ","SC4"
"81","SR1a_17",5,"SR1a","male","Maîtrise",672,6,17,65,"James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.","PLAUS_NOCONN","mince","SC1"
"82","SR1a_17",1,"SR1a","male","Baccalauréat",1260,6,17,65,"James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.","PLAUS_NOCONN","mince","SC1"
"83","SR1a_17",4,"SR1a","male","Baccalauréat",471,6,17,65,"James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.","PLAUS_NOCONN","mince","SC1"
"84","SR1a_17",2,"SR1a","female","Diplôme_trois",1213,6,17,65,"James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.","PLAUS_NOCONN","mince","SC1"
"85","SR1a_17",3,"SR1a","male","Doctorat",730,7,17,65,"James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.","PLAUS_NOCONN","mince","SC1"
"86","SR1a_18",3,"SR1a","male","Doctorat",730,4,18,70,"Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.","IMPLAUS_NOCONN","attrapé","SC2"
"87","SR1a_18",4,"SR1a","male","Baccalauréat",471,5,18,70,"Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.","IMPLAUS_NOCONN","attrapé","SC2"
"88","SR1a_18",5,"SR1a","male","Maîtrise",672,3,18,70,"Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.","IMPLAUS_NOCONN","attrapé","SC2"
"89","SR1a_18",1,"SR1a","male","Baccalauréat",1260,3,18,70,"Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.","IMPLAUS_NOCONN","attrapé","SC2"
"90","SR1a_18",2,"SR1a","female","Diplôme_trois",1213,3,18,70,"Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.","IMPLAUS_NOCONN","attrapé","SC2"
"91","SR1a_20",4,"SR1a","male","Baccalauréat",471,6,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.","PLAUS_CONN","inquiets","SC4"
"92","SR1a_20",5,"SR1a","male","Maîtrise",672,2,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.","PLAUS_CONN","inquiets","SC4"
"93","SR1a_20",3,"SR1a","male","Doctorat",730,7,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.","PLAUS_CONN","inquiets","SC4"
"94","SR1a_20",2,"SR1a","female","Diplôme_trois",1213,6,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.","PLAUS_CONN","inquiets","SC4"
"95","SR1a_20",1,"SR1a","male","Baccalauréat",1260,3,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.","PLAUS_CONN","inquiets","SC4"
"96","SR1a_22",5,"SR1a","male","Maîtrise",672,1,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.","IMPLAUS_NOCONN","fermé","SC2"
"97","SR1a_22",3,"SR1a","male","Doctorat",730,3,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.","IMPLAUS_NOCONN","fermé","SC2"
"98","SR1a_22",2,"SR1a","female","Diplôme_trois",1213,1,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.","IMPLAUS_NOCONN","fermé","SC2"
"99","SR1a_22",1,"SR1a","male","Baccalauréat",1260,3,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.","IMPLAUS_NOCONN","fermé","SC2"
"100","SR1a_22",4,"SR1a","male","Baccalauréat",471,2,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.","IMPLAUS_NOCONN","fermé","SC2"
"101","SR1a_23",5,"SR1a","male","Maîtrise",672,2,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.","IMPLAUS_CONN","acclamée","SC3"
"102","SR1a_23",2,"SR1a","female","Diplôme_trois",1213,2,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.","IMPLAUS_CONN","acclamée","SC3"
"103","SR1a_23",1,"SR1a","male","Baccalauréat",1260,2,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.","IMPLAUS_CONN","acclamée","SC3"
"104","SR1a_23",3,"SR1a","male","Doctorat",730,2,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.","IMPLAUS_CONN","acclamée","SC3"
"105","SR1a_23",4,"SR1a","male","Baccalauréat",471,4,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.","IMPLAUS_CONN","acclamée","SC3"
"106","SR1a_25",4,"SR1a","male","Baccalauréat",471,6,25,97,"Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.","PLAUS_NOCONN","déchets","SC1"
"107","SR1a_25",2,"SR1a","female","Diplôme_trois",1213,2,25,97,"Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.","PLAUS_NOCONN","déchets","SC1"
"108","SR1a_25",5,"SR1a","male","Maîtrise",672,7,25,97,"Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.","PLAUS_NOCONN","déchets","SC1"
"109","SR1a_25",1,"SR1a","male","Baccalauréat",1260,5,25,97,"Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.","PLAUS_NOCONN","déchets","SC1"
"110","SR1a_25",3,"SR1a","male","Doctorat",730,3,25,97,"Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.","PLAUS_NOCONN","déchets","SC1"
"111","SR1a_26",1,"SR1a","male","Baccalauréat",1260,3,26,102,"La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.","IMPLAUS_NOCONN","déçue","SC2"
"112","SR1a_26",4,"SR1a","male","Baccalauréat",471,5,26,102,"La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.","IMPLAUS_NOCONN","déçue","SC2"
"113","SR1a_26",3,"SR1a","male","Doctorat",730,3,26,102,"La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.","IMPLAUS_NOCONN","déçue","SC2"
"114","SR1a_26",5,"SR1a","male","Maîtrise",672,1,26,102,"La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.","IMPLAUS_NOCONN","déçue","SC2"
"115","SR1a_26",2,"SR1a","female","Diplôme_trois",1213,3,26,102,"La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.","IMPLAUS_NOCONN","déçue","SC2"
"116","SR1a_27",3,"SR1a","male","Doctorat",730,2,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.","IMPLAUS_CONN","négatives","SC3"
"117","SR1a_27",5,"SR1a","male","Maîtrise",672,4,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.","IMPLAUS_CONN","négatives","SC3"
"118","SR1a_27",4,"SR1a","male","Baccalauréat",471,4,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.","IMPLAUS_CONN","négatives","SC3"
"119","SR1a_27",2,"SR1a","female","Diplôme_trois",1213,3,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.","IMPLAUS_CONN","négatives","SC3"
"120","SR1a_27",1,"SR1a","male","Baccalauréat",1260,3,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.","IMPLAUS_CONN","négatives","SC3"
